ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent THA Patients with PRO before surgery,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent THA Patients with PRO before surgery,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent TKA Patients with PRO before surgery,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Test Team,30-day all cause Readmission Rate TKA,Test Team,1/1/2014 0:00,TRUE,5,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,30-day all cause Readmission Rate TKA,Test Team,2/1/2014 0:00,TRUE,3.5,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Average LOS THA,Test Team,1/1/2014 0:00,TRUE,2,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Average LOS THA,Test Team,2/1/2014 0:00,TRUE,3,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Average LOS THA,Test Team,3/1/2014 0:00,TRUE,1.5,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Number of Patients with TKA,Test Team,1/1/2014 0:00,TRUE,35,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Number of Patients with TKA,Test Team,2/1/2014 0:00,TRUE,38,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Number of Patients with TKA,Test Team,3/1/2014 0:00,TRUE,29,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Number of Patients with TKA,Test Team,4/1/2014 0:00,TRUE,32,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Discharged Home TKA,Test Team,1/1/2014 0:00,TRUE,28,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Discharged Home TKA,Test Team,2/1/2014 0:00,TRUE,33,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Discharged Home TKA,Test Team,3/1/2014 0:00,TRUE,27,,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Pre-Surgery PRO Administration,Test Team,1/1/2013 0:00,TRUE,85,100,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Pre-Surgery PRO Administration,Test Team,2/1/2013 0:00,TRUE,79,100,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,Test Team,Percent Pre-Surgery PRO Administration,Test Team,3/1/2013 0:00,TRUE,93,100,Test Team,-999,Other,No project charter,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,1,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,1,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count THA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,2,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,2,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,2,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,3,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Count TKA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,1,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,5,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,4.3,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate THA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,6.9,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,7.4,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,5.9,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,9.4,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,0,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,30-day all cause Readmission Rate TKA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,3.1,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,2.95,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,3.5,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,3.2,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,3.7,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,2.63,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,2.57,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,3.48,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS THA,UMass Memorial Medical Center ,8/1/2014 0:00,TRUE,3,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,2.83,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,2.9,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,3/1/2014 0:00,TRUE,2.6,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,4/1/2014 0:00,TRUE,2.5,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,5/1/2014 0:00,TRUE,2.4,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,6/1/2014 0:00,TRUE,2.6,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,7/1/2014 0:00,TRUE,2.38,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Average LOS TKA,UMass Memorial Medical Center ,8/1/2014 0:00,TRUE,2.48,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Number of Patients with THA,UMass Memorial Medical Center ,1/1/2014 0:00,TRUE,19,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,UMass Memorial Medical Center ,Number of Patients with THA,UMass Memorial Medical Center ,2/1/2014 0:00,TRUE,20,,U Mass MMC,872,Academic,Early Mobilization and Pain Management ,,,,,,,
